,logFC,level,p,Genus,ord
[Eubacterium] saphenum group,-5.53607845841974,depleted,3.26248683285447e-05,[Eubacterium] saphenum group,30.648164697779
Lacticaseibacillus,-4.54739168309719,depleted,0.000179656490261348,Lacticaseibacillus,20.6787711195015
Lautropia,-4.31769368396076,depleted,1.55833400108515e-06,Lautropia,18.6424787485146
Bulleidia,-3.64506716321586,depleted,0.00197235853682948,Bulleidia,13.2865146243545
Capnocytophaga,-3.46516348524531,depleted,0.000137721234721369,Capnocytophaga,12.0073579794774
Slackia,-2.84471068327181,depleted,0.000305181507964343,Slackia,8.09237887152076
Peptostreptococcus,-2.61541810935742,depleted,0.00152911260358072,Peptostreptococcus,6.84041188675476
Pelospora,-2.14621025987303,depleted,0.00278505910107481,Pelospora,4.60621847958428
Dialister,-2.03289441017683,depleted,0.000309761968065431,Dialister,4.13265968292821
