"","ME1","ME2","ME3","ME4","ME5","ME6","ME7","ME8","ME9","ME10","ME11","ME12","ME13","ME14","ME15","ME16","ME17","ME18","ME19","ME20","ME21","ME22","ME23","ME24","ME25","ME26","ME27","ME28","ME29","ME30","ME31","ME32","ME33","ME34","ME35","ME36","ME37","ME38","ME39","ME40","ME41","ME42","ME43","ME44","ME45","ME46","ME47","ME48","ME49","ME50","ME51","ME52","ME53","ME54","ME55","ME56","ME57","ME58","ME59","ME60","ME61","ME62","ME63","ME64","ME65","ME66","ME67","ME68","ME69","ME70","ME71","ME72","ME73","ME74","ME75","ME76","ME77","ME78","ME79","ME80","ME81","ME82","ME83","ME84","ME85","ME86","ME87"
"P01-E06-HLM100",-0.0125413834998752,0.0030779393510242,-0.0825028133375276,-0.102477336139851,-0.0279275210636151,0.0171384785697737,-0.0601419276687114,0.00776184936057747,-0.130774195394457,0.0870400664835132,-0.096683904510259,0.0283071753715823,0.144777024203233,-0.125602443519962,-0.0329924027192163,0.0394023701096707,-0.0836848766503037,-0.0137324810514093,-0.0641367042256877,-0.0396990815685914,0.074909409719841,-0.0925303483765557,0.0926575298003585,-0.0967536869561321,-0.0935599287035401,0.134291626722113,-0.0870452255260731,-0.0268888530387304,0.0115487945839044,-0.142493585567192,0.0157288646514496,-0.0259234768155535,-0.0799332322177475,-0.0146081657023764,-0.0273584547156489,0.165626458754819,-0.0788686926961911,0.230771770470715,-0.0409985925818183,0.119578464556866,0.498492024321023,0.0422460877401421,-0.0200670026270576,0.230565182875688,-0.0153264986405594,-0.0587655858266415,-0.043251440842144,-0.11408714424611,-0.0358928792721939,-0.0545677071425252,-0.0703842127995678,-0.03928329493039,-0.150170252718892,-0.0367825822939098,-0.0663757021899432,-0.0369573593465898,-0.0684170414785442,-0.0677751448922833,0.282563251805992,0.165291621876057,0.199824945981456,-0.120845696547142,-0.0551262688499744,-0.0350204797480584,0.830809803080216,0.0904910948339361,0.818693353146586,-0.0550495079302607,0.10578684519138,-0.128157188469047,-0.0523548866662604,0.0829257869250806,-0.0353911833120782,-0.060038205196231,-0.0241403874820078,0.00816355053804382,0.195687183755377,0.230582917073037,0.0844629860826411,0.0512182549593845,0.0340418461541939,0.174265727542323,-0.123137996839503,-0.122198029356107,-0.0979062128209217,-0.0421012027701678,-0.0327912917891977
"P01-E07-HLM103",-0.0945454045951762,-0.0549196964999138,-0.035203276284067,-0.102477336139851,-0.0278077491078567,-0.0925097452555465,-0.0405823518309718,0.553818131002145,-0.0220285187413243,-0.0860899347254382,-0.0656648234719783,-0.0879155400953981,-0.100217266712663,0.0458548493560888,-0.0329924027192163,0.000820899549521461,0.239421784815772,-0.0818725660962978,-0.0641367042256877,-0.088265976819446,0.00496892195688159,-0.116460288717563,-0.047256527007451,0.733843733721107,-0.0806971810444176,-0.0262128901619562,-0.112581188311903,-0.119569684053918,-0.0690714480924827,-0.123000282157127,-0.0460432685995553,-0.0814203265151514,-0.0800592509306385,-0.111948293211688,-0.0749982129678087,-0.12853357933157,0.626360932318542,-0.0972969096170114,-0.0173046816987989,-0.132632545571233,0.491900209415481,-0.096751714960153,-0.0444588186433707,-0.12296938245417,-0.0295676517741397,-0.00608765389760217,-0.0877140724442319,0.0506735580495241,0.209165307239039,-0.0409980725414451,-0.0278695782352734,-0.0369643558654122,0.10051067779967,-0.107890282949643,-0.0663757021899432,-0.0369573593465898,0.675984647721912,-0.0677751448922833,-0.045040363944305,-0.0407717959935386,-0.112386681835097,-0.104924265031786,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.077110290410071,-0.0716161832172744,0.426215447727501,-0.0978517613408553,-0.0700504801377134,-0.0523548866662604,0.0357885906169784,0.182195276157614,-0.0470413608258121,-0.114125364873983,-0.0654351863989324,-0.0595008298570065,-0.0871522423330176,-0.0844501626486471,-0.0690602728999723,-0.0540503792504089,-0.0906764848118065,0.0675751951954837,0.706438238919347,-0.127167071547059,-0.0421012027701678,-0.0327912917891977
"P01-E10-HLM023",0.556223439643461,-0.0382327516331383,0.533358026963706,-0.0474834837976294,-0.0607294311204168,-0.0820772652173339,-0.0245891858495789,-0.167057549073204,-0.138253984784979,0.28214015424912,0.473327320351472,0.180331761933882,0.883480892412593,0.42926381415978,-0.0329924027192163,-0.0951779159860009,-0.151382950128238,0.728552764810941,-0.0336016207038119,-0.0375953079143096,-0.0747220648463569,0.466622776386668,0.966790998671419,0.220985391461528,-0.0985586360450077,0.408933349547947,0.480849945336155,-0.104611464048754,0.0330457311495457,0.0393195356252483,-0.0261769312082762,0.91654576070091,0.118734414680427,0.516169811470097,0.396669065726904,0.343052825465945,-0.0393193397034296,0.654672971807223,-0.136872858252173,-0.0618602640647732,-0.115442405149884,0.0577271963926531,-0.016617731068314,0.0706123955931284,-0.0988140478812431,-0.0818671590778378,0.271234114993603,-0.0536833431981575,-0.147698242392484,-0.132745315776574,-0.107230229421956,-0.0378919314914034,0.579966339830912,0.809122579207884,0.827211403821258,0.032751235277441,-0.0323991080690599,-0.0677751448922833,0.92778068668355,0.511777431191951,0.282280113723476,0.256016311101206,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,0.816333158976636,-0.0716161832172744,-0.0789105392351824,0.878460014001157,0.311792287499296,-0.0523548866662604,0.0610793846569591,-0.00154839717293304,0.614594725464347,-0.10652137854904,0.774559619544016,0.56292207028461,0.247427853315314,0.346152907501388,0.227546821209995,0.661831772654699,0.560346141260294,0.00919181199689679,0.0533729726657975,-0.138906268490977,-0.0421012027701678,-0.0327912917891977
"P01-F01-HLM066",-0.123849067370626,-0.0427877578635064,-0.119488929797267,-0.0670282384241151,-0.0813959868295858,-0.0916547153284659,-0.0405823518309718,0.00776184936057747,-0.0415196698015077,0.000475065879037469,-0.0837790763823972,-0.129347778113163,0.0603319589529276,-0.150479260250567,-0.0329924027192163,-0.0608858340756577,-0.143255248546615,-0.12033473718561,-0.0794042459866256,0.406189666126827,-0.0950195484266817,-0.116460288717563,-0.0467979742454376,-0.121373825329253,-0.00705548520933455,-0.142908911666797,-0.0892632520405074,-0.103841003167184,-0.161907072359516,0.178946553971462,-0.183408415932783,-0.081463858774391,-0.0750389601095311,-0.0133692265575805,-0.0712596668139359,-0.0836810047004019,-0.117979599543923,-0.122439828332484,-0.136872858252173,-0.02998721625849,-0.112537895901943,-0.0514630731329201,-0.108271001142494,-0.162250824592341,-0.0558595801035527,-0.0766148208350596,-0.0975909940942756,0.0306452804153827,-0.148197731738827,-0.00734275758926612,-0.0363725051481323,-0.0402108705563811,-0.0512293694905057,0.00424363118327938,-0.0663757021899432,-0.0369573593465898,-0.0855894681889391,-0.0677751448922833,-0.045040363944305,-0.0855104560826976,-0.112386681835097,-0.0624098964806405,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.077110290410071,-0.0716161832172744,-0.0838247003736207,-0.0841808603609684,-0.12713125627809,-0.0523548866662604,-0.0584858019992259,-0.0872961833589253,-0.117992038968968,0.159224025269099,-0.0924967062102387,-0.111043832020764,-0.0767702119747314,-0.0903876037184002,-0.00488622594925085,-0.0956119837981763,-0.148887296981303,-0.136413459347296,-0.15689209461236,-0.109724547031177,-0.0421012027701678,-0.0327912917891977
"P01-F12-HLM140",0.0779722559771934,-0.0549196964999138,-0.104807255881792,0.0313668831784681,-0.0675104024283215,-0.0925097452555465,-0.0405823518309718,-0.254467248290094,-0.0471484494202195,-0.0860899347254382,-0.183439400072127,-0.121273779526849,-0.0471475590511383,-0.110733900873061,-0.0329924027192163,0.0578125705462123,0.174340542930304,-0.111551789286274,-0.0794042459866256,-0.13349831170236,-0.0869493490093817,0.21713972367898,-0.0476737293025767,0.104268673926373,-0.0277822731861122,-0.0787536163888885,-0.116035095945616,-0.106992790556418,-0.170787408946275,-0.122815821668425,0.0200891552082435,-0.0831676407241372,-0.0800038026969664,-0.100506960606319,-0.279596231334105,-0.09983789077702,0.398859261900248,-0.122439828332484,-0.0707744720502184,-0.151160518890789,0.230478988781927,-0.0961115939436655,-0.0402110524337129,-0.134824783495719,-0.0528518732779178,-0.0363356610852634,0.0588344913585073,0.060520772132305,-0.0808247222906225,-0.0302603027272702,-0.0222009602933675,-0.0374281436784078,-0.107593490658887,-0.115407844195521,-0.0663757021899432,-0.0369573593465898,-0.0674974783053883,-0.0677751448922833,-0.045040363944305,-0.0455793775438626,-0.110887657209959,-0.116154206853154,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0015348963285502,0.211553731790223,-0.0650205323020195,-0.106836324239725,-0.123127088740457,-0.0523548866662604,0.880813732390959,-0.0497078474924197,0.0459253685308067,-0.0685014469243274,-0.0869722688908303,-0.0807918966442177,-0.0871522423330176,-0.0842179653585745,-0.070701410711142,-0.00751975839357349,-0.124199513521738,0.0693222979374532,-0.102024627963898,-0.132082818037593,-0.0421012027701678,-0.0327912917891977
"P01-G03-HLM067",0.131800331387967,-0.0427877578635064,-0.0223209797400789,0.165211102496787,-0.0693303144545022,-0.0899159686554305,-0.0992610793441907,-0.429286646723876,-0.109948276117458,-0.0290756908521647,0.0997564588007118,-0.084409663345337,0.045136901351402,-0.0586603942602912,-0.0329924027192163,-0.102197703983157,-0.106745862109516,-0.0203938946525468,-0.0794042459866256,-0.0159450247659951,-0.078814047920326,0.34911656404985,-0.0467692414641658,-0.0784062403901479,-0.0335129391384872,0.0317951718580926,-0.0476121575110455,0.587877563745194,-0.0372370991999639,0.0406328140530128,-0.145149603685111,-0.0359901570815199,0.0609760351596352,0.282345950134474,0.0907510721631963,0.0436995996834282,-0.0626921524221584,0.121545626230156,-0.128060291629404,0.0186680161015239,-0.0951835281653038,-0.00536278925126213,-0.0416921389661363,-0.0674134114758422,-0.0184824565154964,-0.096280876786536,0.0660983482482348,-0.0429132418599725,-0.148919042577694,-0.0166029866285225,-0.0363725051481323,-0.03928329493039,0.0884878119605097,0.27782955652507,0.0269710374617294,-0.0369573593465898,-0.0719160320292468,-0.0677751448922833,-0.045040363944305,0.250695110765153,0.128236208040403,0.160272007330107,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0721641965764639,-0.0716161832172744,-0.0809255802964021,0.145304441662392,-0.124760336860646,-0.0412279295664663,-0.0331950079592452,-0.0788240719069347,0.0538806435855553,-0.00893241483212263,-0.0680572383622026,0.000160708493951361,-0.000176874992432811,-0.00459315990602167,0.00385801453847774,0.418034319702237,0.0546068044864764,-0.138399374126846,-0.0345782256506213,-0.0809780805362338,-0.0421012027701678,-0.0327912917891977
"P01-G05-HLM083",-0.125937506906683,-0.0205016869323509,0.179299202876874,-0.102477336139851,-0.080551083216636,-0.0925097452555465,-0.0405823518309718,0.00776184936057747,-0.0415196698015077,-0.0860899347254382,-0.128924893500436,-0.129347778113163,0.0755270165544531,-0.138900132689386,-0.0329924027192163,-0.084546840393439,0.364235713245,-0.0676383590239949,-0.0794042459866256,-0.0894601586847926,-0.082748863149153,-0.116460288717563,-0.047256527007451,-0.0540327923463291,0.0136713027674431,-0.128019060840305,-0.126605149734934,-0.129285010430171,-0.176437923910058,-0.128412091667901,-0.0984103207058409,-0.0831676407241372,-0.0800794139247011,-0.104412748376458,-0.177894641926557,-0.100922967197911,-0.11013548892035,-0.122439828332484,-0.113648523934446,-0.106924837452287,0.00602526980438425,-0.096751714960153,-0.0442162853800393,-0.00713913087767793,-0.0452640549027754,-0.0432066956847034,-0.0975909940942756,-0.0420516337529176,0.126244403504936,-0.0511156620691215,-0.0505440500028971,-0.0397470827433856,-0.115919490097651,0.000526561788970936,-0.0663757021899432,-0.0369573593465898,-0.0828728726159387,-0.0677751448922833,-0.045040363944305,-0.0855104560826976,-0.112386681835097,-0.11730073415004,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0831102029675745,-0.0716161832172744,-0.0838247003736207,-0.0689411537818582,0.185275765705888,-0.0523548866662604,-0.0584858019992259,-0.0767098490163385,-0.0640158427236052,-0.114125364873983,-0.0924967062102387,-0.111043832020764,-0.0757904308561576,-0.0882923580501128,-0.0722064255085493,-0.0956119837981763,-0.089903182547319,-0.094022974997326,-0.180165278253591,-0.152513600764576,-0.0421012027701678,-0.0327912917891977
"P01-H01-HLM063",-0.108905969263159,-0.034718380992821,0.205674089517543,-0.102477336139851,-0.0403993721589553,-0.085583445382279,-0.0405823518309718,0.00776184936057747,-0.0220285187413243,-0.0860899347254382,-0.074750131898248,-0.0959895386817127,-0.0850222091111374,0.182279343287068,-0.0329924027192163,-0.116831474083822,-0.122878376251695,0.0189757286035932,-0.0488691624647498,-0.0467207107491823,-0.0884745863649702,0.121057793819621,-0.046380771950312,-0.173149924767091,-0.244378110493359,-0.0995737165778832,-0.104437758699849,-0.0344431293123508,-0.0945021111823547,-0.108752145660877,-0.136552326775944,0.0632817355908717,-0.0800390879365759,-0.0152383834885395,-0.051293976436902,0.112734434626379,-0.103156304165575,-0.0915629773513135,0.137875012546299,-0.088812088879157,-0.0555202155511166,-0.081655501017742,-0.0455305143177166,-0.145737806508179,-0.0436242050405866,-0.0340453162187835,-0.0975909940942756,0.95685757748005,-0.114786961867452,-0.0157290151729631,-0.0250352692643204,-0.03928329493039,0.440314680722328,-0.0630122299465231,-0.0663757021899432,-0.0369573593465898,-0.0141601365223495,-0.0677751448922833,-0.045040363944305,-0.0855104560826976,-0.0450497872696233,-0.0616998275176943,0.760218310757241,-0.0350204797480584,-0.0645952626177197,-0.0195346340010607,0.00400676815426639,-0.0207885277335659,-0.0872371678051103,0.594395075873393,-0.0523548866662604,-0.0584858019992259,-0.0428214032083763,0.508631151737309,-0.0917343587349337,-0.0924967062102387,0.0525460430598442,-0.0654084004978714,-0.0541824640747,-0.0560763053940787,-0.0956119837981763,-0.145252572050347,0.0680679047191767,-0.0763630439341667,-0.0461523844542227,-0.0421012027701678,-0.0327912917891977
"P01-H04-HLM110",-0.0462942122820288,-0.0105102503807648,-0.0549740613478674,-0.102477336139851,-0.0759397340473664,0.656717949909482,0.036662661370028,0.00776184936057747,0.946521183128474,-0.0860899347254382,0.0402519875899842,-0.00154518730980703,0.0755270165544531,0.152394549862501,-0.0327508098816858,-0.0210044303611107,-0.130374190779016,0.198316436289969,-0.0641367042256877,-0.0666852672116696,-0.0807605445691444,-0.104495318547059,-0.0459222191882986,-0.0923551148870932,-0.0563731014805449,-0.0429119897419514,-0.0558163391491271,0.359412819366677,-0.040417654885331,0.0784461892904182,0.0279910407300897,0.14363899088511,-0.0598067021966773,0.00191207404904308,-0.0862109364723045,-0.103562069106649,-0.0907934271967971,-0.0915629773513135,-0.0321860259590497,-0.0295284194143432,-0.129968607405862,0.353741629783126,-0.0404347478275002,-0.0332367515478675,-0.0340953402104209,-0.0674534413691397,-0.0761806151298396,-0.0432320618672321,0.0221229073492519,-0.0252181189305713,-0.146910555015298,-0.0211955702235632,-0.0937905012012009,0.118435239972905,-0.0663757021899432,-0.0369573593465898,-0.0562894685410603,0.534055022789133,-0.045040363944305,-0.0176515163877612,-0.0420517380193487,0.483045136355272,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0831102029675745,-0.0687125330477865,-0.0783669598708237,-0.043271213100559,0.211050011922341,0.0586267497189517,-0.0584858019992259,-0.0475936246018235,-0.0750238683303369,0.263154116803623,-0.0459594890845689,-0.111043832020764,-0.0342623094230128,-0.00249791423773432,-0.0494421569692526,0.0917168156793141,-0.0308290120765204,-0.146262592125794,0.102639474639202,0.241822054737602,-0.0421012027701678,-0.0327912917891977
"P01-H08-HLM052",-0.122606653810191,-0.0427877578635064,0.110051243595912,-0.102477336139851,-0.0456394999097689,-0.0864384753093596,-0.0405823518309718,0.078403554851592,-0.0220285187413243,-0.0860899347254382,-0.0750839658040754,-0.0257671830687506,-0.0821398066476969,-0.0907873671189262,-0.0329924027192163,-0.0993347012037466,0.0463238364464804,-0.104283661928051,-0.0794042459866256,-0.0431795083414019,-0.0804948739377429,-0.116460288717563,-0.0476737293025767,-0.0459096063584987,-0.0571050600914524,-0.123533363385533,-0.106176955983513,-0.0307411574465789,-0.116702952649251,-0.11490249801145,-0.126347517945658,-0.00358353953194392,-0.0770766437107913,-0.102134193775156,0.178745703098865,-0.0536991915734037,-0.101793711815274,-0.109868368974748,-0.061127779924534,-0.103331185227849,-0.0836190951837531,-0.085728688694476,-0.0447013519067021,0.0671180864593445,-0.0417750019276628,-0.0180129021534237,-0.102201444621806,-0.0439702645069899,-0.0836661963387632,-0.017562326250764,-0.0250352692643204,-0.03928329493039,0.0206823536831806,-0.0437566913335925,-0.0663757021899432,-0.0369573593465898,-0.0570889723321551,-0.0677751448922833,-0.045040363944305,-0.0855104560826976,-0.112386681835097,-0.073787444899764,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0732180153003602,-0.0716161832172744,-0.0607533132269119,-0.0788638663950693,0.0667579897473978,-0.0523548866662604,-0.0584858019992259,-0.0464908534877083,-0.0750238683303369,-0.0989173922240976,-0.08435021692756,-0.100398298627159,-0.0871522423330176,-0.076185278620534,-0.0370193551341314,-0.0956119837981763,-0.0543652579169763,0.305321889670436,0.0907617493377687,-0.134600044232614,-0.0421012027701678,-0.0327912917891977
"P01-H11-HLM124",0.323831755465589,-0.0267682032189544,0.0071626855363354,0.53857548581048,-0.0799553380469593,-0.0577921854325862,-0.11882065518193,-0.0796478498563132,-0.0265837955095623,0.000475065879037469,0.0923785342685648,0.146372740660754,-0.0365546338431203,-0.157128104835278,-0.0329924027192163,-0.0995779385659138,-0.155984294273057,-0.0464380722376118,0.653014603621925,0.217535523237228,-0.0675145053894551,0.452152148352616,0.0285996616022967,0.0221492959682846,-0.137146879022375,0.254278812947332,0.0905969366626243,-0.0523328603017172,0.330510640164849,0.0179724248578195,-0.0924380684696256,-0.0453884837698846,0.763672301193503,0.0106212679955209,0.135765740652896,0.726166826377212,-0.055758067230462,0.32798596931113,-0.0580309553610911,0.733727953086623,-0.0267803570352478,-0.0671575554575936,-0.0285057073958664,-0.0668696395821694,0.961485544037449,-0.0381524820283217,0.792625540291548,0.0259672534585943,-0.136416111682242,-0.0313631489011815,0.848648740893752,-0.0402108705563811,0.191482943485898,-0.0912094792381813,0.0710946634225439,-0.0369573593465898,0.03069706590779,-0.0677751448922833,0.0507862519509974,0.673994468500433,0.581382051736062,0.000896804487514509,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,0.318179903800587,0.154902137893076,0.0390906143424566,-0.0811648626336794,0.0427267385558016,-0.0523548866662604,-0.0584858019992259,0.0933065954149386,-0.0230364908486616,-0.0773682917566058,-0.0407153851580284,0.285600657482881,0.248407634433888,0.792014130669883,-0.0507414515727503,0.418637477727311,0.138602904112558,-0.0935378081978995,0.108936259591572,-0.146299672543363,-0.0421012027701678,-0.0327912917891977
"P02-A01-HLM146",0.474080096532212,0.037918076500772,-0.12911379478875,-0.102477336139851,0.380504094251566,0.0462609865269556,-0.022211579278681,0.00776184936057747,0.171681421632635,-0.0860899347254382,-0.0543554528670679,-0.116705657690595,-0.0640623465827309,0.0397296225972031,-0.0327508098816858,-0.0612048675060654,0.0245711815194676,-0.086415718485237,-0.0336016207038119,-0.0866611095783174,-0.0801424010773337,-0.0686004080355486,-0.0485621020453318,0.144439000891321,-0.0413769794561423,-0.0298035077388847,-0.0361557652651327,-0.118799223172348,0.102470167279279,-0.128820077116715,-0.104354255773861,-0.0605370024904633,-0.080023965691029,-0.0890439946193091,-0.145916684939453,-0.0860230415652846,0.114016728267176,0.0203677458682217,0.32844141557123,-0.12761407174776,-0.0839938705705842,-0.0642809045453846,-0.0221588220632747,-0.0291190973598842,-0.0288698411791171,-0.0374808335185034,-0.08079106565737,-0.0264419048726362,-0.0977671094267388,-0.0283333179992175,-0.00732644159398158,-0.0406746583693767,-0.0804951039522775,-0.108482498936556,-0.0663757021899432,-0.0369573593465898,-0.0816487081103972,-0.0637808492504819,-0.045040363944305,-0.0855104560826976,-0.112386681835097,-0.0633457432109277,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0831102029675745,-0.0630727247468935,0.0835405637063689,-0.101294661123417,-0.073297402488094,0.0101237670471965,-0.0584858019992259,-0.0867676276362762,-0.117992038968968,-0.114125364873983,-0.0183373024875268,-0.101240631029294,-0.0871522423330176,-0.073857835662174,-0.0619602415699457,-0.0956119837981763,0.0170167818688788,0.0971301274914881,-0.0724763058194727,-0.0182490604085173,-0.0421012027701678,-0.0327912917891977
"P02-A05-HLM167",-0.0789824113170801,-0.034718380992821,0.426037531166287,-0.00606923406562717,-0.0759479031766541,0.160716158992395,0.0745930097600584,-0.167057549073204,-0.0220285187413243,-0.0860899347254382,-0.0198510604798822,-0.113199780940534,0.0282221138198095,-0.120070849000174,-0.0329924027192163,-0.0784446441099694,-0.144511415490747,-0.105192423329279,-0.0488691624647498,-0.0331158955397951,-0.00146983195870823,-0.116460288717563,-0.0472151765405632,0.10898025317597,0.00580726244978803,-0.0857631442809484,0.0752592639642343,-0.0486308884359453,0.104834903176782,-0.0514818283649796,-0.0205426640544094,-0.0639919943941119,-0.0800743731761854,-0.00714295206915333,-0.0783517165587559,-0.0924511802581598,-0.103949224334768,0.0392793429917007,-0.101977247487799,-0.0905437296756359,-0.0801452460276808,-0.00237144733994946,-0.00725775937934064,-0.138844244815291,-0.0585856969975462,-0.0507493787939616,-0.0975909940942756,-0.0187101123071348,-0.154102140782892,-0.0160764799922758,0.0812899164531632,-0.0374281436784078,-0.0855907806194054,0.100220269765414,-0.0663757021899432,-0.0369573593465898,-0.0827713314650184,-0.0632611517383606,-0.045040363944305,-0.0855104560826976,-0.107889607959685,-0.00932928902178103,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0732180153003602,0.0156536852017656,-0.083380019787641,-0.0259752581499001,-0.0658720747205078,0.0582506929103318,0.0173865801207162,-0.0613665131699103,-0.0580493864325438,-0.0697643054316632,-0.0869722688908303,-0.111043832020764,0.0102051553658534,-0.0884084566951491,-0.0391263758505016,0.0290728298451258,-0.152648100363799,-0.141408412811359,-0.13941422172916,-0.114778783737802,-0.0421012027701678,-0.0327912917891977
"P02-A09-HLM134",0.055878476348256,0.0018927468140944,-0.115107548006562,-0.102477336139851,-0.0734808261317867,-0.0769470856548502,-0.079701503506451,0.00776184936057747,-0.0265837955095623,-0.0860899347254382,0.0129411569251603,0.699616123733621,-0.0529123639780193,0.00327367830541756,-0.0329924027192163,0.0253236852061405,-0.119327113761324,0.487778767468695,-0.0488691624647498,0.0622170944028433,-0.0517237583806885,-0.0686004080355486,-0.0156052935497816,-0.241483273768662,-0.00205677786786702,-0.0503442319841634,-0.06588103688562,-0.0111601721519965,-0.130072723466998,0.426360777580766,-0.185004004148955,0.164516203522404,-0.0447155852422615,-0.0166787639955755,0.257510231549659,-0.100663720974736,-0.119454232698955,-0.0606861263701433,-0.130919001453283,-0.106251027660205,-0.105042912553274,-0.0640675308732221,-0.0402110524337129,-0.0177566878258608,-0.0421546695364812,-0.0599107582598815,-0.102201444621806,-0.0507625667381897,-0.145700285007114,-0.0319062665045675,-0.0505440500028971,-0.03928329493039,0.019817581216235,0.110700234147715,-0.0663757021899432,0.0139728294586577,-0.0852328667024307,-0.0677751448922833,-0.045040363944305,-0.0855104560826976,-0.112386681835097,-0.0798530078057036,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0831102029675745,-0.0716161832172744,0.102319103925419,0.121766347033608,-0.0909086496397058,-0.0523548866662604,-0.0584858019992259,-0.0835962933003819,0.157855398548906,-0.061739366270942,-0.0730210088958753,0.0214517752811626,-0.0871522423330176,-0.0903876037184002,0.0506193203869538,-0.0956119837981763,0.0199502493647986,-0.151081577902823,0.0524402060000022,-0.1030198024773,-0.0421012027701678,-0.0327912917891977
"P02-B01-HLM145",-0.102625669052903,-0.0549196964999138,-0.17267984066642,0.273211787652872,-0.0807389731902518,0.0195390112891794,0.037851464655477,0.00776184936057747,-0.0415196698015077,-0.0860899347254382,-0.0213893588554214,-0.129347778113163,-0.00732719117344276,-0.131727670278848,-0.0329924027192163,-0.08456002293027,-0.142938705518871,-0.110037623362361,0.140865089889261,-0.0886029142910042,-0.094422579097685,-0.116460288717563,-0.0476737293025767,-0.164948765379131,0.0293993834027532,-0.163145250838079,-0.0795016096283784,-0.119569684053918,-0.136933585101185,-0.124642107556656,-0.183940278671507,-0.028957367986337,-0.0657113689334667,-0.0767883781063736,-0.179380329919129,-0.0914287566711186,-0.123276186476315,-0.122439828332484,-0.134014148428295,-0.0963759492916743,-0.112537895901943,-0.0549379924273915,-0.0442162853800393,-0.161268112201407,-0.0427464324694357,-0.0587655858266415,-0.0699282909290933,-0.0399420530631336,-0.143355693861543,-0.00303934418002649,-0.0250352692643204,-0.0406746583693767,-0.179288029209868,-0.101823399746676,-0.0663757021899432,0.980326769741915,-0.0835321214565269,-0.0445897607619886,-0.045040363944305,-0.0855104560826976,-0.112386681835097,-0.106529421941997,0.514511842599761,-0.0350204797480584,-0.0645952626177197,-0.0831102029675745,-0.0716161832172744,-0.0805850806447619,-0.114965562103304,-0.12771159800093,-0.0523548866662604,-0.0584858019992259,-0.0809382947975309,-0.0770126870940241,-0.114125364873983,-0.0898746542469684,-0.111043832020764,-0.0871522423330176,-0.0884084566951491,-0.0704004077516606,-0.0956119837981763,-0.157542430158041,-0.152740696801276,-0.182559537400023,-0.128956069610402,-0.0421012027701678,0.98373875367593
"P02-B04-HLM001",-0.105476479381867,-0.0427877578635064,-0.0385662356194755,0.0863607355206899,-0.0640277126818339,-0.0794834886172178,-0.022211579278681,0.00776184936057747,-0.0220285187413243,-0.0860899347254382,-0.100851927238138,-0.108631659104281,-0.100217266712663,-0.103037820636698,-0.0329924027192163,0.0525899724947657,0.257863230161995,-0.121848903109523,-0.0794042459866256,-0.0583658007034751,0.0674144790742857,-0.116460288717563,-0.0476737293025767,-0.0529253141393373,-0.0227835658446447,-0.0681814263723679,-0.0564194143336604,-0.120340144935488,-0.171997755616679,0.0944078335633035,0.146870268264869,-0.0848931888035032,-0.0548317781122108,-0.105681146076951,-0.159829140084744,-0.129210459875285,-0.106117906209974,-0.122439828332484,-0.114124695973687,-0.14177108016207,0.0106214321824836,-0.0892036079889475,-0.0442162853800393,-0.0820611563950258,-0.0439299583353447,-0.0397711783849834,-0.0146028845987287,-0.0307778027670894,0.0780454111876369,-0.00466039150661481,-0.0363725051481323,-0.0378919314914034,-0.145812880421438,-0.102226786634349,-0.0663757021899432,-0.0369573593465898,-0.0811473805299198,-0.0677751448922833,-0.045040363944305,-0.0855104560826976,-0.112386681835097,-0.117564507035222,-0.0551262688499744,-0.0350204797480584,-0.0645952626177197,-0.0831102029675745,-0.0716161832172744,-0.0181075156015797,-0.0854033833386252,-0.11942924475228,-0.0523548866662604,-0.0584858019992259,-0.0211201788005537,-0.117992038968968,-0.114125364873983,-0.0924967062102387,-0.111043832020764,-0.0871522423330176,-0.0903876037184002,-0.0661455260707295,-0.0956119837981763,-0.102120995825561,-0.129784526477751,-0.0549724031639613,-0.150095296152477,-0.0421012027701678,-0.0327912917891977
